State_Abrvtn,Pltfrm,Metal_Lvl,Enrlmt_Stus,Cnsmr,Avg_Prm,Avg_Prm_Aftr_APTC,Cnsmr_Prm_Aftr_APTC_LTEQ10,Cnsmr_Wth_APTC_CSR,CSR_Cnsmr,CSR_Cnsmr_73,CSR_Cnsmr_87,CSR_Cnsmr_94,CSR_Cnsmr_AIAN,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC,APTC_Cnsmr_Avg_Prm_Aftr_APTC,Age_0_17,Age_18_25,Age_26_34,Age_35_44,Age_45_54,Age_55_64,Age_GE65,Male,Female,Hspnc_Yes,AIAN_NonHspnc,ASN_NonHspnc,NHPI_NonHspnc,BLACK_NonHspnc,WHT_NonHspnc,Othr_Race_NonHspnc,Mlt_Race_NonHspnc,Unk_Race_Ethncty,AIAN,ASN,NHPI,BLACK,WHT,Othr_Race,Mlt_Race,Unk_Race,Hspnc_No,Unk_Ethncty,Rrl,Non_Rrl,Ctstrphc,Brnz,Slvr,Gld,Pltnm,FPL_LT100,FPL_100_138,FPL_100_150,FPL_150_200,FPL_200_250,FPL_250_300,FPL_300_400,FPL_400_500,FPL_GT500,FPL_OTHR
MO,HC.gov,All,02-aut,"77,202",$621 ,$148 ,0.16,0.86,0.58,0.06,0.14,0.38,0,0.86,$549 ,$83 ,0.05,0.1,0.19,0.19,0.19,0.27,0.01,0.46,0.54,0.03,0,0.03,0,0.06,0.52,0.01,0.02,0.34,0,0.03,0,0.06,0.53,0.01,0.02,0.35,0.73,0.24,0.32,0.68,0,0.28,0.69,0.02,+,0.03,0.39,0.47,0.19,0.1,0.05,0.06,0.02,0.02,0.07
MO,HC.gov,All,03-new,"46,810",$575 ,$126 ,0.29,0.92,0.49,0.07,0.18,0.23,0,0.91,$491 ,$93 ,0.09,0.11,0.18,0.17,0.18,0.26,0,0.48,0.52,0.03,0,0.03,0,0.05,0.42,0,0.01,0.45,0,0.03,0,0.05,0.43,0.01,0.01,0.46,0.66,0.31,0.31,0.69,0.01,0.4,0.56,0.03,+,0.01,0.05,0.29,0.24,0.14,0.08,0.11,0.04,0.05,0.04
MS,HC.gov,All,01-atv,"70,192",$641 ,$59 ,0.22,0.99,0.84,0.06,0.16,0.61,0,0.98,$591 ,$50 ,0.04,0.11,0.13,0.18,0.23,0.31,0.01,0.39,0.61,0.01,0,0.05,0,0.2,0.24,0.01,0.01,0.48,0,0.05,0,0.21,0.24,0.01,0.01,0.49,0.72,0.27,0.65,0.35,+,0.11,0.88,0.01,+,0.01,0.57,0.65,0.18,0.08,0.04,0.03,0.01,0,0.01
MS,HC.gov,All,02-aut,"35,887",$633 ,$102 ,0.07,0.94,0.76,0.06,0.15,0.56,0,0.94,$567 ,$69 ,0.04,0.13,0.16,0.19,0.21,0.25,0.02,0.4,0.6,0.01,0,0.02,0,0.26,0.25,0,0,0.45,0,0.02,0,0.26,0.25,0.01,0.01,0.45,0.68,0.3,0.65,0.35,+,0.14,0.86,0.01,+,0.03,0.55,0.64,0.17,0.08,0.04,0.03,0.01,0,0.01
MS,HC.gov,All,03-new,"36,935",$560 ,$68 ,0.32,0.95,0.76,0.06,0.15,0.54,0,0.95,$517 ,$43 ,0.06,0.15,0.18,0.2,0.21,0.2,0,0.45,0.55,0.01,0,0.03,0,0.24,0.21,0.01,0.01,0.51,0,0.03,0,0.24,0.21,0.01,0.01,0.51,0.66,0.33,0.6,0.4,+,0.17,0.81,0.02,+,0.02,0.51,0.6,0.18,0.09,0.04,0.03,0.01,0.01,0.02
MT,HC.gov,All,01-atv,"27,887",$600 ,$132 ,0.3,0.91,0.28,0.06,0.13,0.06,0.03,0.91,$516 ,$96 ,0.1,0.06,0.14,0.18,0.17,0.35,0,0.46,0.54,0.02,0.02,0.01,0,0,0.8,0,0.02,0.12,0.02,0.01,0,0,0.81,0.01,0.02,0.12,0.91,0.06,0.75,0.25,0,0.58,0.3,0.12,+,0,0.01,0.07,0.17,0.16,0.16,0.24,0.08,0.08,0.03
MT,HC.gov,All,02-aut,"13,126",$566 ,$166 ,0.35,0.78,0.28,0.05,0.13,0.08,0.03,0.77,$519 ,$63 ,0.1,0.08,0.19,0.17,0.17,0.28,0.01,0.51,0.49,0.03,0.03,0.01,0,0,0.7,0.01,0.02,0.2,0.03,0.01,0,0,0.72,0.01,0.02,0.21,0.84,0.14,0.72,0.28,0,0.58,0.32,0.1,+,0,0.04,0.11,0.22,0.16,0.14,0.16,0.04,0.04,0.12
MT,HC.gov,All,03-new,"10,121",$528 ,$142 ,0.27,0.89,0.28,0.06,0.13,0.07,0.01,0.89,$434 ,$107 ,0.13,0.11,0.21,0.16,0.14,0.24,0,0.5,0.5,0.03,0.01,0.01,0,0,0.72,0,0.02,0.19,0.01,0.01,0,0,0.74,0.01,0.02,0.2,0.84,0.13,0.72,0.28,0.01,0.54,0.3,0.16,+,0,0.01,0.08,0.17,0.16,0.15,0.2,0.09,0.12,0.03
NC,HC.gov,All,01-atv,"361,441",$662 ,$88 ,0.36,0.95,0.52,0.06,0.14,0.32,0,0.95,$602 ,$69 ,0.09,0.09,0.14,0.17,0.21,0.3,0.01,0.44,0.56,0.07,0,0.06,0,0.08,0.49,0.01,0.01,0.28,0,0.06,0,0.08,0.52,0.02,0.02,0.31,0.76,0.17,0.25,0.75,0.01,0.35,0.54,0.1,+,0.01,0.3,0.36,0.18,0.14,0.1,0.12,0.03,0.04,0.01
NC,HC.gov,All,02-aut,"157,936",$637 ,$117 ,0.31,0.9,0.5,0.04,0.12,0.34,0,0.9,$581 ,$67 ,0.08,0.1,0.2,0.18,0.2,0.23,0.01,0.46,0.54,0.05,0,0.03,0,0.1,0.39,0.01,0.01,0.4,0,0.03,0,0.11,0.41,0.01,0.01,0.43,0.68,0.27,0.27,0.73,0.01,0.35,0.55,0.1,+,0.02,0.35,0.42,0.19,0.13,0.08,0.08,0.02,0.02,0.04
NC,HC.gov,All,03-new,"150,846",$576 ,$91 ,0.42,0.93,0.45,0.05,0.11,0.28,0,0.93,$522 ,$65 ,0.1,0.12,0.19,0.18,0.19,0.21,0.01,0.47,0.53,0.07,0,0.03,0,0.11,0.36,0.01,0.01,0.41,0,0.03,0,0.11,0.39,0.02,0.02,0.43,0.64,0.3,0.23,0.77,0.02,0.41,0.48,0.09,+,0.02,0.29,0.36,0.17,0.14,0.09,0.1,0.04,0.06,0.02
ND,HC.gov,All,01-atv,"16,520",$516 ,$87 ,0.41,0.93,0.25,0.03,0.15,0.06,0.02,0.93,$460 ,$65 ,0.25,0.07,0.14,0.15,0.12,0.26,0,0.48,0.52,0.02,0.01,0.02,0,0.01,0.71,0,0.02,0.2,0.01,0.02,0,0.01,0.72,0.01,0.02,0.2,0.88,0.1,0.64,0.36,0.01,0.33,0.25,0.41,+,0.01,0.02,0.07,0.23,0.2,0.16,0.19,0.07,0.06,0.02
ND,HC.gov,All,02-aut,"6,726",$492 ,$107 ,0.48,0.84,0.31,0.04,0.14,0.09,0.04,0.83,$464 ,$46 ,0.23,0.09,0.17,0.16,0.12,0.22,0.01,0.52,0.48,0.03,0.04,0.02,0,0.02,0.65,0,0.02,0.21,0.04,0.02,0,0.02,0.66,0.01,0.03,0.22,0.8,0.17,0.61,0.39,0.02,0.38,0.31,0.29,+,0.01,0.05,0.12,0.26,0.19,0.12,0.14,0.04,0.04,0.08
ND,HC.gov,All,03-new,"6,627",$501 ,$127 ,0.32,0.9,0.2,0.01,0.09,0.08,0.02,0.89,$420 ,$100 ,0.2,0.11,0.18,0.14,0.13,0.25,0,0.5,0.5,0.03,0.01,0.03,0,0.03,0.58,0.01,0.02,0.29,0.01,0.03,0,0.03,0.6,0.01,0.02,0.3,0.77,0.2,0.59,0.41,0.02,0.36,0.19,0.43,+,0.02,0.03,0.08,0.18,0.15,0.12,0.17,0.09,0.16,0.03
NE,HC.gov,All,01-atv,"64,582",$714 ,$102 ,0.34,0.97,0.21,0.02,0.09,0.09,0.01,0.97,$632 ,$86 ,0.18,0.08,0.14,0.16,0.16,0.27,0,0.48,0.52,0.04,0,0.02,0,0.01,0.61,0,0.01,0.3,0,0.02,0,0.01,0.63,0.01,0.01,0.31,0.76,0.19,0.57,0.43,0,0.72,0.21,0.07,+,0,0.03,0.12,0.17,0.21,0.17,0.21,0.05,0.05,0.01
NE,HC.gov,All,02-aut,"16,843",$731 ,$168 ,0.25,0.91,0.3,0.03,0.11,0.15,0.01,0.91,$616 ,$118 ,0.12,0.11,0.2,0.18,0.16,0.21,0.02,0.5,0.5,0.07,0.01,0.02,0,0.03,0.55,0,0.01,0.3,0.01,0.02,0,0.03,0.58,0.01,0.02,0.33,0.71,0.22,0.42,0.58,0.01,0.53,0.32,0.14,+,0.01,0.12,0.24,0.23,0.18,0.13,0.13,0.03,0.03,0.03
NE,HC.gov,All,03-new,"17,586",$656 ,$144 ,0.3,0.94,0.21,0.03,0.08,0.09,0,0.93,$549 ,$116 ,0.17,0.12,0.17,0.15,0.15,0.23,0,0.5,0.5,0.05,0,0.02,0,0.02,0.52,0,0.01,0.36,0,0.02,0,0.02,0.54,0.01,0.01,0.38,0.69,0.26,0.46,0.54,0.01,0.72,0.22,0.06,+,0,0.03,0.13,0.16,0.17,0.13,0.16,0.08,0.14,0.03
NH,HC.gov,All,01-atv,"25,572",$469 ,$211 ,0.08,0.76,0.31,0.1,0.14,0.07,0,0.75,$342 ,$149 ,0.07,0.06,0.14,0.14,0.18,0.4,0.01,0.46,0.54,0.03,0,0.04,0,0,0.72,0,0.01,0.18,0,0.04,0,0.01,0.74,0.01,0.01,0.19,0.87,0.1,0.44,0.56,0.01,0.39,0.48,0.12,+,0.01,0.01,0.07,0.16,0.16,0.12,0.19,0.08,0.09,0.12
NH,HC.gov,All,02-aut,"17,339",$434 ,$218 ,0.08,0.62,0.32,0.08,0.14,0.1,0,0.62,$348 ,$107 ,0.08,0.08,0.18,0.16,0.18,0.32,0.01,0.49,0.51,0.03,0,0.03,0,0,0.58,0,0.01,0.35,0,0.03,0,0.01,0.59,0.01,0.01,0.36,0.74,0.23,0.41,0.59,0.01,0.38,0.51,0.1,+,0.01,0.04,0.11,0.18,0.13,0.09,0.14,0.05,0.04,0.24
NH,HC.gov,All,03-new,"9,586",$414 ,$203 ,0.11,0.72,0.3,0.08,0.13,0.09,0,0.71,$297 ,$143 ,0.1,0.1,0.21,0.15,0.15,0.29,0.01,0.48,0.52,0.04,0,0.03,0,0.01,0.64,0.01,0.01,0.27,0,0.03,0,0.01,0.66,0.01,0.02,0.28,0.78,0.18,0.42,0.58,0.02,0.38,0.45,0.15,+,0.01,0.02,0.09,0.16,0.15,0.12,0.18,0.09,0.1,0.11
NJ,SBM,All,01-atv,"65,304",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.08,0.16,0.16,0.2,0.31,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.12,0.87,0.01,NR,0.04,0.05,0.14,0.21,0.18,0.12,0.15,0.06,0.05,0.06
NJ,SBM,All,02-aut,"200,957",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.08,0.16,0.15,0.2,0.31,0.03,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.19,0.79,0.02,NR,0.03,0.07,0.15,0.23,0.15,0.11,0.15,0.03,0.03,0.12
NJ,SBM,All,03-new,"58,005",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.09,0.11,0.23,0.16,0.17,0.22,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.18,0.8,0.02,NR,0.04,0.03,0.12,0.19,0.15,0.11,0.16,0.08,0.1,0.05
NM,SBM,All,01-atv,"12,287",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.07,0.13,0.15,0.19,0.38,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.28,0.57,NR,0.03,0.04,0.11,0.18,0.14,0.12,0.14,0.06,0.06,0.16
NM,SBM,All,02-aut,"21,046",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.08,0.07,0.13,0.15,0.19,0.38,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.27,0.58,NR,0.02,0.04,0.1,0.18,0.16,0.12,0.14,0.06,0.06,0.16
NM,SBM,All,03-new,"12,331",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.07,0.13,0.14,0.2,0.39,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.28,0.57,NR,0.03,0.03,0.1,0.18,0.14,0.12,0.14,0.06,0.06,0.16
NV,SBM,All,01-atv,"27,700",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.08,0.15,0.16,0.18,0.26,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.38,0.57,0.05,NR,0.02,0.09,0.25,0.21,0.18,0.11,0.11,0.03,0.03,0.05
NV,SBM,All,02-aut,"53,149",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.08,0.15,0.16,0.18,0.26,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.38,0.57,0.05,NR,0.02,0.1,0.23,0.24,0.19,0.09,0.09,0.02,0.02,0.1
NV,SBM,All,03-new,"20,562",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.08,0.15,0.16,0.18,0.26,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.38,0.57,0.05,NR,0.02,0.05,0.17,0.2,0.18,0.11,0.12,0.05,0.06,0.1
NY,SBM,All,01-atv,"107,672",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.03,0.08,0.16,0.18,0.21,0.33,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
NY,SBM,All,02-aut,"79,148",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.06,0.16,0.15,0.19,0.36,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
NY,SBM,All,03-new,"35,075",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.04,0.09,0.28,0.18,0.16,0.24,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
OH,HC.gov,All,01-atv,"122,894",$579 ,$192 ,0.13,0.86,0.34,0.1,0.14,0.1,0,0.86,$449 ,$145 ,0.12,0.06,0.12,0.13,0.17,0.4,0.01,0.45,0.55,0.02,0,0.06,0,0.03,0.64,0.01,0.01,0.23,0,0.06,0,0.03,0.65,0.01,0.01,0.24,0.84,0.13,0.22,0.78,0.01,0.5,0.45,0.04,+,0,0.02,0.11,0.19,0.2,0.14,0.16,0.06,0.07,0.07
OH,HC.gov,All,02-aut,"62,338",$554 ,$225 ,0.11,0.75,0.36,0.08,0.15,0.13,0,0.75,$438 ,$130 ,0.11,0.08,0.17,0.15,0.17,0.31,0.01,0.49,0.51,0.02,0,0.03,0,0.05,0.55,0.01,0.01,0.33,0,0.03,0,0.05,0.56,0.01,0.01,0.34,0.75,0.23,0.2,0.8,0.01,0.45,0.48,0.05,+,0.01,0.05,0.17,0.22,0.18,0.11,0.11,0.03,0.03,0.15
OH,HC.gov,All,03-new,"74,767",$585 ,$297 ,0.16,0.7,0.3,0.08,0.12,0.11,0,0.7,$411 ,$131 ,0.09,0.08,0.14,0.11,0.14,0.43,0,0.48,0.52,0.02,0,0.03,0,0.07,0.5,0.01,0.01,0.35,0,0.03,0,0.08,0.51,0.01,0.01,0.36,0.73,0.25,0.21,0.79,0.01,0.47,0.46,0.05,+,0,0.02,0.12,0.16,0.16,0.11,0.12,0.05,0.06,0.22
OK,HC.gov,All,01-atv,"93,755",$635 ,$82 ,0.45,0.98,0.52,0.04,0.14,0.19,0.15,0.97,$571 ,$67 ,0.13,0.09,0.14,0.17,0.19,0.28,0.01,0.45,0.55,0.06,0.12,0.05,0,0.02,0.45,0,0.04,0.25,0.12,0.05,0,0.02,0.47,0.01,0.05,0.27,0.74,0.2,0.44,0.56,0,0.43,0.38,0.19,+,0,0.09,0.25,0.23,0.2,0.14,0.11,0.03,0.02,0.01
OK,HC.gov,All,02-aut,"64,843",$629 ,$108 ,0.43,0.94,0.61,0.03,0.1,0.29,0.19,0.93,$561 ,$70 ,0.1,0.11,0.18,0.2,0.18,0.21,0.01,0.46,0.54,0.05,0.16,0.03,0,0.03,0.37,0,0.04,0.33,0.16,0.03,0,0.03,0.38,0.01,0.04,0.35,0.64,0.31,0.45,0.55,0,0.41,0.47,0.12,+,0.01,0.34,0.45,0.21,0.15,0.08,0.06,0.01,0.01,0.03
OK,HC.gov,All,03-new,"30,846",$575 ,$91 ,0.43,0.95,0.45,0.04,0.12,0.19,0.1,0.95,$512 ,$70 ,0.15,0.12,0.17,0.17,0.17,0.21,0.01,0.48,0.52,0.06,0.08,0.04,0,0.04,0.37,0,0.03,0.38,0.08,0.04,0,0.04,0.4,0.01,0.04,0.4,0.64,0.31,0.39,0.61,0,0.43,0.37,0.2,+,0.01,0.06,0.26,0.22,0.19,0.12,0.1,0.04,0.04,0.02
OR,HC.gov,All,01-atv,"83,852",$613 ,$194 ,0.15,0.83,0.28,0.08,0.13,0.06,0.01,0.83,$507 ,$137 ,0.07,0.05,0.13,0.17,0.2,0.37,0.01,0.44,0.56,0.06,0.01,0.08,0,0.01,0.65,0.01,0.03,0.17,0.01,0.08,0,0.01,0.67,0.02,0.03,0.19,0.86,0.08,0.22,0.78,0,0.42,0.4,0.18,+,0.01,0.01,0.06,0.16,0.15,0.13,0.22,0.09,0.11,0.07
OR,HC.gov,All,02-aut,"33,710",$569 ,$230 ,0.19,0.67,0.29,0.07,0.12,0.09,0.01,0.66,$511 ,$97 ,0.08,0.06,0.18,0.19,0.19,0.28,0.02,0.47,0.53,0.06,0.01,0.06,0.01,0.01,0.59,0.01,0.03,0.24,0.01,0.06,0.01,0.01,0.61,0.02,0.03,0.26,0.78,0.16,0.22,0.78,0,0.42,0.45,0.13,+,0.02,0.04,0.1,0.19,0.15,0.11,0.15,0.05,0.05,0.19
OR,HC.gov,All,03-new,"29,040",$532 ,$189 ,0.15,0.83,0.27,0.07,0.13,0.07,0.01,0.82,$417 ,$141 ,0.1,0.1,0.2,0.17,0.17,0.26,0.01,0.48,0.52,0.07,0,0.06,0,0.01,0.58,0.01,0.03,0.23,0.01,0.06,0,0.02,0.61,0.02,0.04,0.25,0.79,0.14,0.22,0.78,0.01,0.43,0.36,0.2,+,0.01,0.02,0.07,0.16,0.16,0.12,0.19,0.1,0.14,0.05
PA,SBM,All,01-atv,"89,890",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.06,0.06,0.13,0.15,0.19,0.39,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.2,0.5,0.3,NR,0.02,0.09,0.22,0.21,0.15,0.1,0.12,0.04,0.04,0.1
PA,SBM,All,02-aut,"217,316",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.05,0.06,0.16,0.16,0.19,0.37,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.25,0.4,0.35,NR,0.01,0.06,0.15,0.25,0.18,0.12,0.15,0.04,0.04,0.04
PA,SBM,All,03-new,"67,570",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.1,0.21,0.15,0.16,0.3,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.27,0.28,0.44,NR,0.02,0.02,0.11,0.18,0.15,0.11,0.16,0.07,0.09,0.1
RI,SBM,All,01-atv,"2,495",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.05,0.06,0.17,0.2,0.23,0.27,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.23,0.34,0.41,NR,0,0.06,0.1,0.17,0.19,0.15,0.15,0.08,0.08,0.09
RI,SBM,All,02-aut,"25,090",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.05,0.07,0.17,0.18,0.2,0.3,0.03,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.24,0.4,0.35,NR,0,0.11,0.17,0.24,0.16,0.11,0.12,0.04,0.05,0.12
RI,SBM,All,03-new,"4,760",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.12,0.26,0.18,0.14,0.22,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.23,0.33,0.41,NR,0,0.07,0.11,0.18,0.16,0.13,0.14,0.07,0.08,0.13
SC,HC.gov,All,01-atv,"163,184",$612 ,$108 ,0.35,0.95,0.38,0.03,0.1,0.25,0,0.95,$533 ,$86 ,0.09,0.08,0.14,0.16,0.2,0.33,0.01,0.44,0.56,0.05,0,0.04,0,0.09,0.43,0,0.01,0.38,0,0.04,0,0.09,0.46,0.01,0.01,0.39,0.73,0.22,0.17,0.83,0.01,0.5,0.4,0.09,+,0.01,0.29,0.35,0.17,0.15,0.11,0.12,0.03,0.03,0.02
SC,HC.gov,All,02-aut,"62,459",$576 ,$116 ,0.35,0.91,0.38,0.04,0.09,0.24,0,0.91,$505 ,$76 ,0.07,0.11,0.18,0.17,0.2,0.26,0.01,0.46,0.54,0.03,0,0.02,0,0.11,0.36,0,0.01,0.46,0,0.02,0,0.11,0.38,0.01,0.01,0.47,0.61,0.36,0.21,0.79,0,0.51,0.43,0.06,+,0.02,0.33,0.4,0.19,0.14,0.09,0.09,0.02,0.02,0.03
SC,HC.gov,All,03-new,"74,749",$535 ,$97 ,0.42,0.93,0.34,0.02,0.08,0.23,0,0.93,$471 ,$74 ,0.09,0.12,0.19,0.18,0.19,0.23,0,0.47,0.53,0.05,0,0.02,0,0.11,0.33,0,0.01,0.47,0,0.02,0,0.11,0.36,0.01,0.01,0.49,0.61,0.34,0.18,0.82,0.02,0.55,0.36,0.08,+,0.02,0.31,0.37,0.17,0.14,0.09,0.09,0.04,0.05,0.02
SD,HC.gov,All,01-atv,"23,908",$714 ,$81 ,0.42,0.97,0.45,0.09,0.14,0.2,0.03,0.96,$658 ,$65 ,0.16,0.07,0.16,0.17,0.14,0.29,0,0.46,0.54,0.02,0.02,0.02,0,0.01,0.82,0,0.02,0.09,0.02,0.02,0,0.01,0.83,0.01,0.02,0.1,0.92,0.06,0.66,0.34,0.01,0.43,0.48,0.08,+,0.01,0.17,0.22,0.17,0.2,0.14,0.17,0.05,0.04,0.01
SD,HC.gov,All,02-aut,"8,055",$676 ,$102 ,0.45,0.92,0.45,0.07,0.11,0.21,0.05,0.91,$632 ,$54 ,0.15,0.1,0.18,0.18,0.14,0.25,0.01,0.5,0.5,0.03,0.05,0.01,0,0.01,0.7,0,0.02,0.17,0.05,0.01,0,0.01,0.71,0.01,0.02,0.18,0.83,0.14,0.64,0.36,0.01,0.46,0.48,0.04,+,0.02,0.23,0.28,0.2,0.18,0.11,0.13,0.03,0.03,0.03
SD,HC.gov,All,03-new,"9,376",$665 ,$107 ,0.38,0.93,0.38,0.07,0.12,0.17,0.02,0.93,$601 ,$83 ,0.16,0.11,0.19,0.16,0.14,0.24,0,0.48,0.52,0.03,0.02,0.01,0,0.02,0.71,0,0.02,0.18,0.02,0.01,0,0.02,0.73,0.01,0.02,0.19,0.84,0.13,0.6,0.4,0.02,0.44,0.42,0.12,+,0.02,0.14,0.19,0.15,0.19,0.13,0.16,0.06,0.09,0.01
TN,HC.gov,All,01-atv,"136,529",$649 ,$124 ,0.24,0.93,0.49,0.06,0.14,0.29,0,0.93,$567 ,$91 ,0.06,0.07,0.14,0.16,0.21,0.35,0.01,0.45,0.55,0.04,0,0.06,0,0.06,0.59,0.01,0.01,0.23,0,0.06,0,0.06,0.6,0.01,0.02,0.25,0.8,0.16,0.31,0.69,0,0.42,0.56,0.02,+,0.01,0.27,0.34,0.2,0.14,0.11,0.11,0.03,0.04,0.03
TN,HC.gov,All,02-aut,"71,352",$618 ,$152 ,0.2,0.86,0.51,0.06,0.14,0.32,0,0.86,$544 ,$83 ,0.05,0.08,0.19,0.17,0.21,0.27,0.01,0.48,0.52,0.03,0,0.03,0,0.09,0.48,0.01,0.01,0.36,0,0.03,0,0.09,0.49,0.01,0.01,0.37,0.7,0.27,0.28,0.72,0,0.36,0.62,0.02,+,0.03,0.35,0.43,0.2,0.11,0.07,0.07,0.02,0.02,0.06
TN,HC.gov,All,03-new,"65,799",$556 ,$111 ,0.34,0.91,0.44,0.05,0.11,0.28,0,0.91,$490 ,$74 ,0.08,0.11,0.2,0.18,0.19,0.24,0.01,0.48,0.52,0.04,0,0.03,0,0.09,0.42,0.01,0.01,0.4,0,0.03,0,0.09,0.44,0.01,0.01,0.41,0.67,0.29,0.27,0.73,0,0.47,0.5,0.03,+,0.02,0.3,0.37,0.18,0.12,0.1,0.09,0.04,0.05,0.03
TX,HC.gov,All,01-atv,"1,039,298",$574 ,$73 ,0.39,0.96,0.65,0.04,0.13,0.49,0,0.96,$521 ,$58 ,0.1,0.11,0.12,0.16,0.21,0.26,0.03,0.44,0.56,0.26,0,0.12,0,0.04,0.18,0.01,0.01,0.39,0,0.12,0,0.04,0.31,0.02,0.01,0.49,0.44,0.31,0.12,0.88,0,0.24,0.67,0.08,+,0.02,0.45,0.53,0.17,0.11,0.06,0.06,0.02,0.02,0.01
TX,HC.gov,All,02-aut,"298,570",$586 ,$149 ,0.22,0.86,0.55,0.06,0.13,0.36,0,0.86,$507 ,$88 ,0.1,0.11,0.18,0.17,0.18,0.22,0.02,0.46,0.54,0.23,0,0.04,0,0.06,0.25,0.01,0.01,0.4,0,0.04,0,0.07,0.35,0.03,0.02,0.49,0.44,0.33,0.17,0.83,0,0.28,0.64,0.08,+,0.04,0.37,0.44,0.18,0.12,0.07,0.06,0.02,0.02,0.06
